step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom
75000,8102,2934,31141,49976,39937,18468,367,20394,1714,7,188843,2437271,21092.766,7151.003,0.3006,3603.232,0.054,0.780,0.074,0.092,0.457,0.385,956,0.1270,0.7631,0.148,14.2,26.5,57.0,26.75,0.45,8.46,0.43,17.40,6.99,1.181,0.288,0.018,0.020,8.357,0.444,0.0032,157,552,1325,11749,497,12,0.592,4059,30,1250,6822,430,1162,6510,10.05,35.74,7944,11.9325,67400,2903,79778,747.0,-0.0,1029970,13.890,2631002.543,1.33e-14,0.00013,12.11,19183,20.415,1.730,18.247,0.438,20.415,2566,3223,2313,0.4557,0.990,1.016,1.972,1.427,0.989,1.177,8190.827,4119.525,11752.432,8159.649,4783.917,1722.910,1039.258,785.603,0.460,0.495,0.391,0.535,0.169,0.165,2103,8575,0.4380,1.0000,0.9995,0.0694,1.0000,0.9999,0.7957,1.2250,1.0928,0.0241,0.0093,0.0165,0.0000,0.0000,0.8633,0.1112,0.6515,0.9903,0.00267,550,0.9999,0.9480,0.9240,0.9977,0.0288,0.0418
76000,8210,2954,29593,42888,33728,12941,354,20183,1663,5,175162,2407052,19652.767,5938.618,0.2982,2674.477,0.050,0.783,0.077,0.090,0.460,0.385,770,0.1205,0.7670,0.137,14.0,29.0,67.0,29.21,0.65,9.28,0.40,18.88,7.12,1.186,0.287,0.017,0.020,8.572,0.433,0.0032,163,575,1414,11386,425,11,0.377,4365,45,1277,6888,752,1086,6372,10.00,34.12,9415,13.0458,67374,2930,80359,785.6,-0.0,1028655,13.825,2631002.543,2.80e-14,0.00026,31.62,16602,19.708,1.759,17.470,0.478,19.708,2787,3098,2325,0.4442,0.976,1.021,1.972,1.398,0.986,1.200,8206.317,4314.637,9125.335,8165.255,5036.654,1372.676,995.809,895.655,0.462,0.493,0.407,0.431,0.180,0.210,2111,7133,0.4580,1.0000,0.9993,0.0768,0.9999,1.0000,0.7311,1.2042,1.1016,0.0370,0.0116,0.0114,0.0000,0.7248,0.9646,0.0661,0.6583,0.9758,0.00270,501,1.0000,0.9554,0.9229,0.9983,0.0305,0.0399
77000,8488,3557,31728,53711,43645,21572,411,20834,1788,7,206515,2602936,23096.841,7721.548,0.2945,3920.952,0.057,0.777,0.080,0.086,0.469,0.379,831,0.1219,0.7392,0.156,14.9,28.5,69.1,30.11,0.94,9.48,0.47,19.22,7.15,1.184,0.296,0.019,0.020,9.253,0.482,0.0031,159,578,1571,12476,657,13,0.375,4431,184,1449,6855,346,1380,6762,8.25,30.28,8319,13.7621,67413,2863,79982,628.3,-0.0,1030665,15.297,2631002.543,3.98e-14,0.00000,20.50,19473,22.299,1.725,20.100,0.475,22.300,2898,3141,2449,0.4434,0.977,1.022,1.967,1.344,0.989,1.243,8005.568,4461.316,13853.598,7975.169,5189.026,1843.060,956.626,1000.911,0.496,0.496,0.402,0.562,0.174,0.205,2076,8418,0.3812,1.0000,0.9996,0.0582,1.0000,0.9999,0.6813,1.2271,1.0944,0.0532,0.0085,0.0175,0.0000,0.2304,0.8852,0.3148,0.6553,0.9568,0.00266,403,0.9996,0.9682,0.9113,0.9987,0.0298,0.0441
78000,9562,3150,31673,52246,41287,20198,375,19474,2186,5,233260,2584345,21572.941,7864.277,0.3038,3434.653,0.053,0.800,0.069,0.078,0.464,0.381,735,0.1088,0.7448,0.138,14.8,30.6,66.2,26.77,0.61,9.25,0.50,16.41,6.77,1.332,0.275,0.023,0.026,8.115,0.383,0.0030,161,625,1427,13040,565,12,0.298,5334,526,820,8216,1065,1911,6586,9.43,31.62,8376,14.5636,67314,3039,79958,1108.5,-0.0,1030664,14.222,2631002.543,4.05e-14,0.00008,11.73,22540,25.260,1.804,22.545,0.911,25.261,4335,2864,2363,0.3473,0.992,1.112,1.994,1.584,0.988,1.285,7441.271,4143.561,12839.261,7410.922,4757.412,2774.953,842.478,812.192,0.492,0.488,0.395,0.520,0.166,0.184,2268,8527,0.3203,1.0000,0.9997,0.0481,0.9999,0.9999,0.8307,1.2627,1.0932,0.0325,0.0091,0.0173,0.0000,0.0000,0.9232,0.1237,0.6302,0.9463,0.00266,407,0.9999,0.9755,0.9221,0.9986,0.0289,0.0442
79000,8487,2954,31014,52281,42144,20860,407,19679,1737,5,209018,2496664,21431.783,8344.435,0.3057,4350.783,0.058,0.791,0.071,0.080,0.457,0.391,788,0.1186,0.7363,0.146,15.5,30.0,61.9,29.88,0.74,8.58,0.51,20.05,7.10,1.161,0.268,0.033,0.036,8.795,0.443,0.0030,164,576,1513,12646,650,12,0.397,4332,526,1134,6827,885,1368,6234,9.12,32.17,8657,14.6112,67313,2921,79643,726.1,-0.0,1032282,14.128,2631002.543,3.47e-14,0.00006,31.48,21023,22.976,1.728,20.751,0.497,22.976,3415,2827,2245,0.4447,0.969,1.021,1.848,1.241,0.989,1.256,7101.524,4243.433,13780.651,7069.624,4932.290,2361.260,791.385,841.006,0.486,0.479,0.392,0.535,0.168,0.221,2263,10245,0.3156,1.0000,0.9997,0.0518,0.9999,0.9998,0.7359,1.2579,1.0945,0.0327,0.0142,0.0187,0.0000,0.7376,0.9454,0.2239,0.7287,0.9517,0.00263,423,0.9999,0.9765,0.9252,0.9981,0.0296,0.0397
80000,7838,2837,29301,51478,42881,21784,393,18798,1473,7,169547,2371419,20545.810,6971.199,0.2885,3914.174,0.056,0.786,0.079,0.078,0.467,0.384,689,0.1170,0.7510,0.154,14.9,30.0,57.2,27.71,0.63,9.05,0.43,17.60,6.90,1.234,0.278,0.024,0.028,8.507,0.435,0.0031,161,568,1448,10970,613,14,0.327,4238,335,734,6769,873,1344,5621,8.95,32.93,7947,13.4608,67196,2610,79842,666.1,0.0,1033909,13.493,2631002.543,9.03e-15,0.00029,7.81,18410,20.122,1.727,17.893,0.503,20.147,3478,2475,1885,0.4007,0.981,1.037,1.997,1.397,0.987,1.255,6929.118,3798.894,13184.967,6903.048,4371.969,1624.635,742.651,689.739,0.518,0.485,0.386,0.568,0.170,0.183,2237,9373,0.3859,1.0000,0.9996,0.0515,1.0000,0.9999,0.8000,1.2477,1.1284,0.0325,0.0125,0.0133,0.0000,0.0000,0.7030,0.1614,0.6810,0.9517,0.00264,299,1.0000,0.9745,0.9426,0.9987,0.0277,0.0403
81000,7662,2681,29936,46946,37189,16578,432,19611,1710,5,183993,2321285,19424.396,6656.443,0.3031,3170.732,0.064,0.799,0.071,0.066,0.442,0.403,707,0.1287,0.7544,0.152,14.0,27.5,54.0,27.14,0.66,8.21,0.56,17.70,6.91,1.181,0.270,0.030,0.034,8.300,0.437,0.0032,161,563,1330,10770,565,12,0.409,4027,85,951,6626,584,1338,5740,10.25,36.64,7997,12.6114,67131,2493,79496,664.0,-0.0,1035075,13.461,2631002.543,3.35e-14,0.00008,22.95,18786,21.171,1.722,19.010,0.439,21.172,2979,2643,2040,0.4528,0.964,1.016,1.995,1.340,0.987,1.201,6783.181,3939.111,11366.595,6755.398,4473.135,2101.557,766.872,617.282,0.481,0.460,0.366,0.491,0.142,0.190,1966,8511,0.3724,1.0000,0.9999,0.0480,1.0000,0.9999,0.8086,1.2518,1.0929,0.0334,0.0150,0.0188,0.0000,0.5047,0.9536,0.0308,0.6833,0.9505,0.00264,275,0.9997,0.9780,0.9284,0.9979,0.0267,0.0406
82000,7836,2855,28001,49428,40857,21088,339,18220,1619,8,178031,2234505,19395.492,6578.090,0.2851,3405.810,0.055,0.785,0.083,0.077,0.456,0.389,1200,0.1183,0.7676,0.154,14.0,27.7,54.4,28.14,0.70,8.50,0.55,18.40,6.97,1.136,0.284,0.024,0.027,8.740,0.433,0.0031,157,562,1328,9917,391,14,0.504,4119,55,917,6864,446,1644,5746,9.01,34.08,8681,14.3335,67237,2572,79270,736.0,-0.0,1034735,12.759,2631002.543,4.42e-15,0.00000,22.90,17886,19.691,1.746,17.523,0.422,19.692,3415,2650,1771,0.5134,0.926,1.000,1.871,1.233,0.989,1.167,6472.033,3411.292,12488.661,6448.044,3864.597,1919.422,755.999,496.859,0.525,0.463,0.360,0.584,0.136,0.122,2028,7704,0.3429,0.9999,0.9999,0.0496,0.9999,0.9998,0.7657,1.2761,1.1237,0.0348,0.0150,0.0117,0.0000,0.4377,0.9119,0.2415,0.7055,0.9460,0.00260,276,1.0000,0.9755,0.9362,0.9986,0.0311,0.0440
83000,8517,2861,32502,53705,43197,20680,523,19742,1791,5,187229,2487402,21318.336,7535.274,0.3071,3941.717,0.056,0.792,0.079,0.073,0.455,0.389,994,0.1219,0.7666,0.135,13.8,27.0,56.3,26.90,0.92,8.52,0.53,16.93,6.83,1.192,0.280,0.036,0.038,8.068,0.411,0.0031,152,549,1400,11235,701,18,0.537,4402,150,1296,7071,834,1621,6062,10.25,36.86,8821,15.4815,67266,2639,78941,941.7,-0.0,1035183,13.582,2631002.543,2.51e-14,0.00003,9.34,21518,22.602,1.723,20.343,0.535,22.602,4136,2596,1785,0.4848,0.935,1.006,1.999,1.330,0.990,1.166,6891.805,3625.887,14321.551,6860.623,4077.879,2231.809,798.709,563.039,0.526,0.459,0.348,0.521,0.127,0.140,1976,10021,0.3411,1.0000,1.0000,0.0458,0.9999,0.9998,0.7904,1.2553,1.0992,0.0503,0.0115,0.0179,0.0000,0.0000,0.8820,0.1174,0.6289,0.9434,0.00262,262,1.0000,0.9722,0.9145,0.9975,0.0276,0.0398
84000,8045,2826,34060,59618,50160,25077,481,18775,1595,9,173823,2366203,22197.699,8064.656,0.2900,4913.865,0.056,0.775,0.083,0.086,0.457,0.386,1196,0.1230,0.7637,0.138,14.0,28.0,63.2,29.67,0.94,9.19,0.49,19.05,7.05,1.125,0.287,0.036,0.040,8.513,0.419,0.0030,133,512,1320,11335,473,18,0.519,4157,225,921,6899,1241,1151,5653,9.41,34.54,8829,16.0128,67409,2739,78591,1145.9,-0.0,1036297,13.194,2631002.543,3.54e-15,0.00000,36.11,22126,21.758,1.735,19.601,0.422,21.759,3367,2668,2010,0.4479,0.957,1.019,1.448,1.225,0.989,1.139,6979.431,3796.773,15863.695,6945.823,4302.046,1823.273,861.561,465.957,0.517,0.461,0.376,0.552,0.134,0.150,2032,13779,0.3529,1.0000,0.9995,0.0504,0.9998,0.9999,0.7133,1.2513,1.0657,0.0495,0.0111,0.0126,0.0000,0.8251,0.9596,0.1561,0.6491,0.9561,0.00261,374,1.0000,0.9612,0.8969,0.9973,0.0262,0.0483
85000,8834,2959,32393,52409,42342,19601,415,19598,1811,6,205435,2533650,21578.575,7612.111,0.2887,3904.853,0.054,0.788,0.079,0.078,0.466,0.379,986,0.1163,0.7568,0.140,14.0,28.2,60.7,28.30,0.62,9.45,0.52,17.71,6.88,1.174,0.294,0.031,0.037,8.365,0.426,0.0030,153,539,1249,11343,447,18,0.405,4683,400,1811,6623,606,1136,7092,9.06,33.66,8755,14.5008,67418,2624,78518,1015.2,-0.0,1037269,13.918,2631002.543,2.78e-14,0.00003,16.98,19852,22.111,1.731,19.837,0.543,22.111,3589,3015,2230,0.4058,0.986,1.028,1.993,1.356,0.988,1.134,7458.848,4090.232,13379.397,7428.192,4675.839,2136.146,1030.607,540.504,0.521,0.477,0.382,0.516,0.151,0.171,2005,9707,0.3980,1.0000,0.9993,0.0521,0.9999,0.9999,0.7358,1.2378,1.0760,0.0286,0.0161,0.0149,0.0000,0.0000,0.8909,0.2093,0.6596,0.9726,0.00266,482,0.9999,0.9603,0.9116,0.9985,0.0273,0.0443
86000,7164,2584,29591,49198,39260,19168,439,19402,1903,5,181356,2358282,19048.185,7124.020,0.3095,3616.020,0.059,0.771,0.085,0.084,0.458,0.386,1138,0.1357,0.7725,0.146,13.4,26.3,48.3,25.72,0.67,8.27,0.68,16.10,6.88,1.141,0.292,0.025,0.029,8.525,0.445,0.0031,156,571,1311,11861,487,16,0.421,3596,99,952,6113,609,846,5709,10.30,36.69,8861,12.4338,67341,2918,78949,595.9,-0.0,1039368,13.501,2631002.543,1.77e-16,0.00001,21.43,18322,20.453,1.733,18.397,0.324,20.455,2136,2979,2049,0.5063,0.969,1.000,1.984,1.353,0.988,1.142,7241.235,3650.776,11251.965,7215.082,4197.158,1997.390,1028.999,481.612,0.489,0.478,0.389,0.542,0.153,0.133,2223,9507,0.4089,1.0000,0.9997,0.0581,1.0000,1.0000,0.8554,1.2448,1.0721,0.0556,0.0104,0.0145,0.0000,0.5138,0.9324,0.0159,0.6377,0.9901,0.00269,444,1.0000,0.9774,0.9287,0.9962,0.0264,0.0449
87000,8079,2787,29584,46647,38039,16615,448,18634,1541,14,160166,2348754,20234.211,5944.757,0.2880,3062.117,0.053,0.779,0.077,0.091,0.471,0.376,813,0.1161,0.7733,0.142,14.0,26.5,50.6,27.05,0.44,8.80,0.64,17.16,7.03,1.115,0.300,0.028,0.033,8.639,0.440,0.0031,152,538,1472,10559,578,17,0.425,4184,51,1603,6425,653,1355,6071,9.50,35.61,10255,14.1652,67367,2822,79749,732.4,-0.0,1037312,13.008,2631002.543,9.03e-15,0.00063,34.08,17043,19.199,1.745,17.079,0.375,19.199,2712,3096,2271,0.4942,0.967,1.002,1.380,1.236,0.987,1.144,7992.319,4421.171,10126.045,7968.159,5202.124,1106.111,1130.504,646.025,0.513,0.500,0.392,0.512,0.188,0.220,2089,7888,0.4491,1.0000,0.9999,0.0686,0.9999,0.9999,0.8080,1.2444,1.1026,0.0234,0.0108,0.0127,0.0000,0.7446,0.9541,0.1881,0.6793,0.9948,0.00271,592,0.9997,0.9722,0.9286,0.9985,0.0270,0.0435
88000,9628,3465,34698,60188,50134,25000,490,20548,1779,8,197594,2857491,23728.864,7995.008,0.2879,4439.044,0.054,0.773,0.079,0.094,0.495,0.360,988,0.1060,0.7631,0.154,14.0,28.6,53.3,27.41,0.64,8.49,0.50,17.79,6.81,1.208,0.281,0.037,0.041,8.383,0.442,0.0029,150,533,1641,13302,634,18,0.376,5007,64,1388,8176,594,1520,7514,8.17,31.09,8677,13.8454,67272,2795,80154,1129.7,-0.0,1038120,15.007,2631002.543,5.49e-15,0.00061,10.34,22856,23.727,1.768,21.243,0.715,23.727,3604,3322,2702,0.4340,0.956,1.030,1.999,1.430,0.986,1.183,8364.193,4806.166,14178.784,8337.596,5651.527,1668.838,1083.042,804.085,0.552,0.502,0.429,0.554,0.200,0.231,1878,10387,0.3951,1.0000,1.0000,0.0573,1.0000,0.9999,0.7674,1.2234,1.0858,0.0394,0.0112,0.0113,0.0000,0.0000,0.8437,0.1407,0.6475,0.9690,0.00273,427,0.9998,0.9658,0.9130,0.9984,0.0261,0.0478
89000,9065,3070,32687,57202,46772,24139,376,21413,2399,12,202758,2742671,22700.863,8371.650,0.3115,4424.029,0.064,0.773,0.076,0.087,0.482,0.370,1014,0.1133,0.7615,0.143,14.0,28.6,60.3,29.14,0.65,8.63,0.56,19.31,7.03,1.138,0.282,0.031,0.034,8.855,0.419,0.0031,162,579,1643,12500,581,16,0.490,4531,205,1458,7402,700,1899,6466,8.31,30.92,7308,13.6198,67286,2965,79615,902.7,-0.0,1040856,14.689,2631002.543,1.45e-14,0.00003,32.05,23087,23.654,1.726,21.420,0.508,23.655,3722,3059,2284,0.4202,0.979,1.027,1.388,1.235,0.987,1.184,7463.761,4257.937,14761.248,7433.661,4929.983,2191.265,958.437,797.919,0.541,0.491,0.401,0.567,0.163,0.179,2027,8987,0.3343,1.0000,0.9996,0.0540,1.0000,0.9998,0.7360,1.2679,1.1054,0.0315,0.0128,0.0133,0.0000,0.7488,0.9614,0.1184,0.6574,0.9552,0.00272,439,0.9997,0.9775,0.9414,0.9972,0.0258,0.0414
90000,7571,2702,29159,48342,39008,18788,395,19169,1411,8,166447,2366967,19672.804,7122.827,0.2954,4050.220,0.062,0.770,0.073,0.094,0.463,0.381,776,0.1291,0.7560,0.154,12.2,28.0,51.6,26.69,0.66,8.63,0.47,16.93,6.93,1.138,0.293,0.026,0.029,8.776,0.441,0.0031,163,588,1629,12495,691,14,0.435,3921,266,919,6386,368,1089,6114,9.65,36.56,8629,13.6767,67273,2857,78602,640.7,-0.0,1042613,14.090,2631002.543,2.16e-14,0.00000,15.85,17893,20.628,1.736,18.556,0.337,20.653,2561,2853,2157,0.4813,0.967,1.007,1.656,1.274,0.988,1.177,7050.010,4106.136,11953.855,7024.208,4744.961,1580.972,814.987,676.648,0.521,0.470,0.394,0.536,0.163,0.204,2074,9721,0.3451,0.9999,0.9996,0.0525,1.0000,1.0000,0.8047,1.2814,1.1193,0.0412,0.0125,0.0143,0.0000,0.1410,0.8427,0.2900,0.6625,0.9472,0.00268,344,0.9999,0.9647,0.9311,0.9980,0.0267,0.0409
91000,7364,2764,31538,54382,44739,22352,492,19216,1747,11,202166,2419732,21000.217,7918.223,0.2886,4271.058,0.054,0.775,0.077,0.095,0.463,0.381,1116,0.1344,0.7554,0.160,12.0,30.0,62.2,28.28,0.55,9.84,0.45,17.45,6.92,1.201,0.300,0.026,0.028,8.667,0.428,0.0030,155,536,1696,11164,826,15,0.374,3962,834,588,5942,657,1199,5508,9.28,35.78,8508,14.7217,67137,2795,78629,810.1,-0.0,1043100,13.629,2631002.543,4.42e-15,0.00019,12.95,20724,21.461,1.721,19.357,0.383,21.462,3098,2375,1891,0.3801,0.999,1.052,1.937,1.366,0.990,1.194,6787.785,3853.726,14087.650,6759.811,4423.815,2066.494,839.783,740.887,0.528,0.473,0.377,0.550,0.143,0.172,2065,10429,0.3566,0.9999,0.9995,0.0458,1.0000,1.0000,0.7654,1.3338,1.1035,0.0277,0.0090,0.0132,0.0000,0.1205,0.9313,0.1007,0.6418,0.9445,0.00271,342,0.9999,0.9727,0.9222,0.9987,0.0260,0.0415
92000,7735,2762,29299,48250,39147,18526,425,17632,1529,10,169462,2267596,20156.119,6508.573,0.2925,3410.495,0.060,0.785,0.069,0.085,0.464,0.378,872,0.1222,0.7520,0.142,12.0,29.7,61.9,29.04,0.74,8.86,0.46,18.98,7.08,1.139,0.282,0.039,0.042,8.603,0.424,0.0030,152,567,1399,10759,530,16,0.409,3795,712,923,6100,755,1028,5952,9.36,35.36,8776,14.2409,67128,2706,78855,840.9,-0.0,1043178,12.699,2631002.543,1.26e-14,0.00005,29.72,18172,19.452,1.727,17.383,0.342,19.453,3097,2528,2110,0.3966,0.991,1.051,1.398,1.237,0.990,1.173,6653.520,3991.130,12445.193,6626.621,4494.800,1593.138,809.127,695.813,0.542,0.472,0.373,0.537,0.147,0.140,2007,9460,0.3849,0.9998,0.9999,0.0523,0.9999,1.0000,0.7528,1.3303,1.1407,0.0372,0.0137,0.0139,0.0000,0.6927,0.9475,0.1939,0.7609,0.9595,0.00265,297,1.0000,0.9658,0.9388,0.9980,0.0235,0.0358
93000,7634,2777,26384,41912,33411,15090,438,17441,1216,8,148218,2219334,18811.890,5806.366,0.2874,3143.661,0.052,0.780,0.074,0.094,0.470,0.376,886,0.1173,0.7509,0.147,11.3,29.0,58.1,28.52,0.57,9.08,0.61,18.26,7.06,1.136,0.296,0.024,0.025,8.878,0.458,0.0031,163,587,1341,10402,551,14,0.434,3911,9,830,6795,530,1147,5957,9.26,36.53,10073,13.8492,67058,2828,79361,498.6,-0.0,1042952,12.788,2631002.543,7.26e-15,0.00002,7.39,15492,18.417,1.726,16.378,0.313,18.417,2692,2739,2203,0.4215,0.984,1.030,1.437,1.260,0.988,1.169,6750.077,4024.006,10614.503,6729.975,4611.073,1279.018,734.095,649.593,0.523,0.484,0.404,0.519,0.169,0.174,2112,7511,0.4600,1.0000,0.9999,0.0607,0.9998,0.9999,0.7579,1.3256,1.1249,0.0298,0.0126,0.0117,0.0000,0.0000,0.7397,0.1277,0.6720,0.9482,0.00264,309,0.9997,0.9686,0.9362,0.9989,0.0244,0.0371
94000,7809,2881,32260,58043,49049,25295,488,19258,1395,4,174092,2504292,23342.310,7701.482,0.2709,4753.896,0.055,0.772,0.078,0.095,0.484,0.368,1008,0.1206,0.7374,0.156,12.0,29.0,59.7,29.92,0.75,9.54,0.58,19.05,7.15,1.101,0.301,0.025,0.027,9.137,0.437,0.0031,150,540,1461,11970,601,12,0.574,3939,69,1027,6713,463,1318,6028,8.78,35.71,7795,14.4029,67102,2745,79301,799.7,-0.0,1045522,14.292,2631002.543,4.25e-15,0.00000,25.94,20658,21.842,1.726,19.799,0.317,21.842,2862,2833,2114,0.4862,0.937,1.006,1.304,1.166,0.986,1.164,7015.178,4017.816,16493.397,6988.737,4614.072,1470.116,785.153,692.317,0.560,0.488,0.402,0.573,0.169,0.159,2159,11117,0.4062,1.0000,0.9995,0.0473,0.9999,0.9999,0.7248,1.3014,1.1115,0.0376,0.0124,0.0142,0.0000,0.6110,0.9527,0.0373,0.6723,0.9418,0.00264,311,0.9996,0.9553,0.9205,0.9987,0.0252,0.0360
95000,7035,2627,27112,42244,33860,14763,369,17935,1330,9,161953,2248976,19154.715,6013.869,0.2882,3096.573,0.055,0.786,0.071,0.089,0.464,0.377,796,0.1359,0.7513,0.143,10.0,28.0,58.0,28.27,0.57,9.89,0.46,17.35,7.16,1.090,0.315,0.025,0.027,9.340,0.446,0.0031,158,599,1565,10621,623,12,0.537,3501,133,945,5957,422,996,5617,9.62,39.54,9287,13.9923,67269,2825,78209,558.0,-0.0,1046384,13.255,2631002.543,9.20e-15,0.00017,22.75,14880,19.045,1.741,17.086,0.217,19.045,2231,2750,2054,0.4588,0.987,1.012,1.293,1.169,0.988,1.141,6730.324,3829.649,11190.859,6705.125,4355.303,1539.411,809.604,568.281,0.557,0.456,0.381,0.504,0.139,0.145,2206,8232,0.4411,1.0000,0.9999,0.0519,0.9999,1.0000,0.7455,1.3134,1.1271,0.0313,0.0114,0.0130,0.0000,0.3884,0.9102,0.3041,0.6543,0.9463,0.00259,380,0.9996,0.9638,0.9183,0.9993,0.0263,0.0393
96000,8351,3529,30697,65012,56218,33829,486,20399,1610,15,190037,2785143,24389.927,8643.531,0.2950,5139.919,0.054,0.760,0.088,0.097,0.504,0.348,1151,0.1210,0.7462,0.170,10.5,30.0,59.0,30.54,0.81,9.14,0.61,19.98,7.19,1.097,0.291,0.023,0.028,9.651,0.470,0.0030,176,577,1654,11049,582,13,0.615,4135,314,1203,6834,830,1529,5992,6.83,30.12,5960,13.6143,67289,2926,77096,731.2,-0.0,1050287,15.635,2631002.543,1.61e-14,0.00005,11.79,22592,23.403,1.734,21.314,0.356,23.404,3419,2843,2089,0.4693,0.950,1.012,1.288,1.135,0.992,1.176,7064.952,4326.593,17525.325,7041.216,4963.305,1945.853,855.845,701.914,0.612,0.477,0.418,0.680,0.154,0.234,2020,6964,0.3146,0.9997,0.9998,0.0407,0.9999,1.0000,0.6999,1.3124,1.1099,0.0407,0.0082,0.0115,0.0000,0.0000,0.8984,0.1245,0.6181,0.9531,0.00265,393,0.9997,0.9726,0.9220,0.9997,0.0235,0.0409
97000,7078,2641,25889,37161,28670,10880,392,18763,1470,6,148936,2237240,17571.807,5170.031,0.3052,2328.774,0.052,0.773,0.078,0.098,0.462,0.376,1014,0.1381,0.7674,0.157,10.0,26.3,51.7,27.02,0.52,9.37,0.60,16.52,7.17,1.092,0.320,0.024,0.027,8.693,0.461,0.0032,169,670,1579,10309,736,11,0.472,3515,395,1018,5665,543,700,5835,10.25,38.60,7363,10.9829,67375,2805,76068,455.2,-0.0,1052394,13.703,2631002.543,9.38e-15,0.00019,37.87,12962,18.315,1.724,16.370,0.221,18.315,2055,2908,2115,0.4856,0.987,1.004,1.278,1.144,0.991,1.182,7272.321,3986.259,8078.527,7250.199,4571.854,1178.638,950.934,711.686,0.507,0.483,0.390,0.461,0.144,0.157,2114,6595,0.4577,1.0000,0.9998,0.0638,0.9999,1.0000,0.7796,1.2995,1.0904,0.0270,0.0120,0.0171,0.0000,0.8388,0.9645,0.1455,0.6578,0.9769,0.00268,328,1.0000,0.9752,0.9193,0.9992,0.0242,0.0394
98000,7753,2764,28231,47280,38889,18592,457,18860,1521,19,151014,2345987,19576.924,6122.343,0.3011,3280.434,0.059,0.765,0.079,0.097,0.473,0.372,1003,0.1235,0.7738,0.150,10.0,27.7,50.8,27.23,0.63,9.20,0.71,16.69,7.06,1.091,0.307,0.021,0.024,8.826,0.444,0.0031,162,583,1381,9897,520,10,0.436,3880,247,1795,5711,514,828,6411,9.06,35.31,6862,10.8020,67319,2930,75668,509.6,-0.0,1053874,13.576,2631002.543,1.35e-14,0.00038,16.14,16573,18.464,1.709,16.482,0.272,18.464,2270,3131,2352,0.4816,0.975,1.009,1.294,1.129,0.989,1.191,7457.885,4216.143,10575.873,7443.720,4837.765,1180.429,946.141,715.338,0.547,0.490,0.384,0.579,0.154,0.210,2132,6713,0.3898,1.0000,0.9999,0.0620,0.9999,0.9999,0.7344,1.2849,1.0967,0.0361,0.0136,0.0159,0.0000,0.0279,0.8835,0.1557,0.6694,0.9922,0.00270,443,0.9995,0.9674,0.9050,0.9995,0.0231,0.0393
99000,7317,2779,25723,35724,27484,9558,443,19003,1468,4,140844,2331686,17087.645,4697.243,0.3087,1980.007,0.044,0.782,0.070,0.103,0.470,0.375,1179,0.1299,0.7892,0.146,10.0,26.6,50.1,26.47,0.70,8.70,0.66,16.40,7.13,1.089,0.301,0.025,0.027,8.882,0.453,0.0032,164,601,1345,10535,501,8,0.446,3697,39,1116,6162,296,937,6084,9.75,35.80,9420,11.7363,67243,2957,76245,401.1,-0.0,1052038,13.301,2631002.543,3.19e-15,0.00000,23.57,12192,17.071,1.710,15.113,0.247,17.071,1873,3166,2278,0.4951,0.973,1.004,1.302,1.136,0.989,1.190,7725.873,4219.172,6514.323,7713.823,4839.506,946.961,1045.181,725.094,0.527,0.500,0.385,0.433,0.151,0.189,2120,5320,0.4976,0.9999,0.9999,0.0846,0.9998,0.9999,0.7561,1.3073,1.1171,0.0491,0.0136,0.0155,0.0000,0.5690,0.9425,0.0143,0.6510,0.9899,0.00272,364,0.9998,0.9855,0.9257,0.9995,0.0228,0.0403
