step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,medium,algae,detritus,water,drank,open_soft,breath,inhaled,breed,share,store,kids,btemp,warmed,cooled,wood,load,cells
10000,1648660,1,259,259,8.00,8,7,1.000,13,13.00,0,5,0,8,0,0,3,0,5,0,0,1.00,0.375,0.000,4.258,15.346,3.363,3.322,0.042,27.25,27.25,0,1.000,7,8,31.4,0.441,181,0,0.000,0.000,0.062,0,16,1.000,259,0.1000,0.5000,5.000,4,22.50,0.0000,0.0000,0.000,0.00,0220000020000004400000440000040000000000000000000
10000,1648664,870,259,164,37.04,28,6,1.235,33,43.21,2,16,0,15,0,2,11,0,15,0,1,1.08,0.297,0.000,3.238,6.667,2.441,2.278,0.164,9.50,9.50,0,0.657,8,8,15.0,0.815,312,0,0.000,0.000,0.799,0,29,1.000,164,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,222220221220204410044440044440444442
10000,1648669,323,259,118,72.45,44,9,1.646,50,82.32,0,21,0,29,0,0,17,0,27,0,0,1.00,0.235,4.211,13.989,13.525,1.415,0.470,0.945,1.25,1.25,0,0.470,14,11,32.5,0.000,-275,2,0.000,13.525,1.000,118,56,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,222222222002222222004440002004000000444000000444000000444000000444400004444444444
10000,1648671,861,259,167,38.14,23,5,1.658,23,38.14,0,17,0,6,0,0,17,0,6,0,0,1.00,0.446,2.854,13.026,7.588,16.917,15.842,1.075,27.00,27.00,0,0.648,7,7,13.9,0.509,213,0,0.000,0.000,0.629,0,26,1.000,167,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2222222222202220442244442
10000,1648675,937,259,183,32.00,35,7,1.104,35,32.00,1,0,14,20,0,1,0,14,20,0,0,1.14,0.000,0.000,9.352,12.269,4.420,0.000,4.420,0.00,0.00,0,0.707,10,10,17.9,0.000,-190,2,0.000,12.269,1.000,183,29,0.268,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,3333333443333344440334444001444400044400004440000
10000,1648676,1,259,259,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,2.119,6.220,9.742,10.879,10.879,0.000,6.25,6.25,0,1.000,10,10,18.3,0.000,-34,1,9.742,0.000,1.000,259,20,1.000,0,0.1000,0.5000,5.000,4,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1648690,1,259,165,39.07,40,7,1.085,40,39.07,0,14,8,18,0,0,14,8,18,0,0,1.00,0.358,0.000,7.512,14.605,2.861,0.918,1.943,0.00,0.00,0,0.640,11,11,38.2,0.000,-38,2,0.000,14.605,1.000,165,38,0.821,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2222222222222324444334444403444400344440034000033
10000,1648710,920,259,170,36.97,41,8,0.902,41,36.97,0,20,0,21,0,0,20,0,21,0,0,1.00,0.541,2.270,19.380,42.961,0.000,0.000,0.000,0.00,0.00,0,0.658,11,11,29.3,0.000,-11,1,42.961,0.000,1.000,170,34,0.710,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2222222222222222244444224444000244400000444000004440000044400000
10000,1648715,1,259,211,24.01,24,8,1.000,29,29.01,0,12,0,17,0,0,7,0,17,0,0,1.00,0.292,0.000,2.316,11.116,4.402,0.000,4.402,0.25,0.25,0,0.816,11,11,33.7,0.000,-61,2,0.000,11.116,1.000,211,28,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000200020220000224400002444000044440000444000004440000044000000
10000,1648736,929,258,122,70.54,44,7,1.603,44,70.54,0,27,0,17,0,0,27,0,17,0,0,1.00,0.383,6.066,14.640,17.747,2.801,0.933,1.868,15.75,15.75,0,0.476,11,11,32.5,0.000,-11,2,0.000,17.747,1.000,122,38,0.189,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222222222222222222222200022220044444444444444444
10000,1648750,1,258,258,15.00,15,7,1.000,15,15.00,0,5,0,10,0,0,5,0,10,0,0,1.00,0.333,0.470,4.795,16.792,0.000,0.000,0.000,14.00,14.00,0,1.000,11,11,35.7,0.000,-194,1,16.792,0.000,1.000,258,18,1.000,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,2200000220000024400004440000444000044000000000000
10000,1648757,1,258,163,40.04,49,7,0.989,49,40.04,0,7,17,25,0,0,7,17,25,0,0,1.00,0.175,0.000,11.203,17.076,0.796,0.796,0.000,0.56,0.75,0,0.632,11,14,36.7,0.000,-199,1,17.076,0.000,1.000,163,28,0.298,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2222233224433344444334444433444443344443334444333
10000,1648758,916,258,164,20.23,21,7,0.963,44,42.39,0,5,0,39,0,0,5,0,16,0,0,1.00,0.247,0.000,5.086,25.970,6.804,0.000,6.804,0.00,0.00,0,0.889,8,8,13.4,0.785,595,0,0.000,0.000,0.158,0,20,1.000,164,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,4444222444442244444440000000000000000000000000000
10000,1648760,1,258,258,13.00,13,7,1.000,13,13.00,0,5,0,8,0,0,5,0,8,0,0,1.00,0.385,0.000,5.379,13.991,7.347,7.347,0.000,25.75,25.75,0,1.000,13,11,12.2,0.000,-298,1,13.991,0.000,1.000,258,18,1.000,0,0.1000,0.5000,5.000,5,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000000000000000000
10000,1648779,1,258,158,42.53,52,8,1.077,52,42.53,0,6,25,21,0,0,6,25,21,0,0,1.00,0.141,0.000,3.826,9.859,1.075,0.518,0.557,0.00,0.00,0,0.613,11,11,37.8,0.000,-115,2,0.000,9.859,1.000,158,36,0.514,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2223333322433333244443334444433344444333444400334400003300000033
10000,1648781,323,258,221,18.71,14,9,1.336,17,22.71,0,10,0,7,0,0,7,0,7,0,0,1.00,0.374,0.000,0.812,3.172,2.942,0.027,2.915,11.00,11.00,0,0.925,11,11,34.6,0.000,-68,2,0.000,3.172,1.000,221,22,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,002220000022200000244000000440000000440000000400000000000000000000000000000000000
10000,1648787,1,258,258,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,3.297,10.745,14.320,4.186,4.186,0.000,38.00,38.00,0,1.000,14,14,36.2,0.000,-658,1,14.320,0.000,1.000,258,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1648801,1,258,258,6.33,6,6,1.054,6,6.33,0,3,0,3,0,0,3,0,3,0,0,1.00,0.474,0.020,8.484,8.234,0.089,0.000,0.089,0.00,0.00,0,1.000,11,11,31.1,0.000,-71,2,0.000,8.234,1.000,258,14,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,220000200000440000400000000000000000
10000,1648806,916,258,246,8.20,8,7,1.025,19,19.48,0,6,0,13,0,0,2,0,6,0,0,1.00,0.244,0.000,1.550,9.214,2.184,0.444,1.740,7.00,7.00,0,1.000,11,11,38.2,0.000,-145,2,0.000,9.214,1.000,246,14,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0444000044422000000000000000000000000000000000000
10000,1648809,1,258,258,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,12.444,17.935,0.000,0.000,0.000,0.25,0.25,0,1.000,11,11,31.1,0.000,-99,1,17.935,0.000,1.000,258,20,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1648852,1,257,153,44.86,63,8,1.019,63,44.86,0,6,38,19,0,0,6,38,19,0,0,1.00,0.134,5.626,24.174,35.998,1.000,0.636,0.364,0.75,0.75,0,0.597,7,11,46.0,0.363,26,0,0.000,35.998,1.000,153,32,1.000,153,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2223333022333333244433334444433344443333444433334443333333333333
10000,1648856,854,257,150,46.95,25,5,1.878,25,46.95,0,15,0,10,0,0,15,0,10,0,0,1.00,0.319,2.128,12.300,5.930,5.528,0.000,5.528,0.00,0.00,0,0.584,11,11,32.4,0.000,-16,2,0.000,5.930,1.000,150,20,0.662,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222222222442224444244442
10000,1648866,1,257,236,18.30,18,8,1.017,27,27.45,0,7,0,20,0,0,6,0,12,0,0,1.00,0.328,0.000,0.850,6.908,0.238,0.000,0.238,1.75,1.75,0,0.935,10,10,15.8,0.000,-17,2,0.000,6.908,1.000,236,26,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2022000022000000244000004440000044400000444000004000000000000000
10000,1648869,1,257,257,8.00,8,7,1.000,14,14.00,0,6,0,8,0,0,0,0,8,0,0,1.00,0.000,0.000,9.162,22.239,0.175,0.000,0.175,4.00,4.00,0,1.000,11,11,38.0,0.000,-19,1,22.239,0.000,1.000,257,14,1.000,224,0.1000,0.5000,5.000,6,22.50,0.0000,0.0000,0.000,0.00,0000000000000004400004440000440000040000000000000
10000,1648871,1,257,236,5.60,6,7,0.933,49,45.71,0,0,0,49,0,0,0,0,6,0,0,1.00,0.000,0.000,3.801,8.590,3.603,0.000,3.603,0.00,0.00,0,1.000,7,7,5.4,0.326,6,0,8.590,0.000,1.000,236,10,1.000,236,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,0000000000000000000000000000440000044000004400000
10000,1648873,18,257,185,30.79,30,7,1.026,30,30.79,0,11,0,19,0,0,11,0,19,0,0,1.00,0.357,0.000,10.530,26.735,1.378,0.000,1.378,0.00,0.00,0,0.721,8,8,9.0,0.891,1026,0,0.000,0.000,0.303,0,30,1.000,185,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,4442222422222244400024440000444000044400004440000
10000,1648886,868,256,162,39.87,22,5,1.812,22,39.87,0,11,0,11,0,0,11,0,11,0,0,1.00,0.276,2.760,12.312,14.355,11.561,9.949,1.611,14.75,14.75,0,0.634,11,14,36.2,0.000,-73,2,0.000,14.355,1.000,162,24,1.000,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,2222222222004420444444444
10000,1648892,870,256,133,58.86,25,5,1.308,25,58.86,20,0,0,5,0,20,0,0,5,0,0,9.80,0.000,1.871,10.906,8.644,0.001,0.000,0.001,0.00,0.00,0,0.521,8,8,20.2,0.583,448,0,0.000,0.000,0.047,0,1,1.000,133,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,1111111111114411144111141
10000,1648896,1,256,256,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,1.642,7.708,16.581,1.871,1.871,0.000,38.50,38.50,0,1.000,14,14,35.0,0.000,-704,1,16.581,0.000,1.000,256,20,1.000,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1648900,921,256,126,62.93,34,6,1.851,36,66.63,0,16,0,20,0,0,14,0,20,0,0,1.00,0.222,2.270,12.419,28.700,6.965,6.965,0.000,7.00,7.00,0,0.504,7,6,7.8,0.697,166,0,0.000,0.000,0.650,0,24,1.000,126,0.1000,0.5000,5.000,4,22.50,0.0000,0.0000,0.000,0.00,022222022222244422444442444444444444
10000,1648903,1,256,197,26.99,27,8,1.000,27,26.99,0,8,0,19,0,0,8,0,19,0,0,1.00,0.296,0.000,8.781,12.237,0.000,0.000,0.000,17.75,17.75,0,0.770,14,14,24.6,0.000,-260,1,12.237,0.000,1.000,197,26,0.927,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222000022200000244400004444000044440000444000004440000044000000
10000,1648919,1,256,256,1.04,1,7,1.044,1,1.04,0,0,0,1,0,0,0,0,1,0,0,1.00,0.000,0.000,4.475,4.213,0.907,0.000,0.907,0.00,0.00,0,1.000,11,11,23.4,0.000,-41,2,0.000,4.213,1.000,256,4,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000000000000000040000000000000000000000000
10000,1648923,916,256,159,41.44,42,8,0.987,42,41.44,0,0,0,42,0,0,0,0,42,0,0,1.00,0.000,0.000,2.954,11.289,0.216,0.000,0.216,0.00,0.00,0,0.621,11,11,27.5,0.000,-16,1,11.289,0.000,1.000,159,36,1.000,159,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,4444000044400000444000004440000044440004444444444444444444444444
10000,1648931,1,256,256,14.00,14,7,1.000,14,14.00,0,5,0,9,0,0,5,0,9,0,0,1.00,0.357,0.000,5.536,16.142,0.000,0.000,0.000,30.25,30.25,0,1.000,14,14,36.7,0.000,-340,1,16.142,0.000,1.000,256,20,1.000,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000040000000000000
10000,1648933,1,256,216,5.69,6,7,0.949,36,25.62,2,0,22,12,0,2,0,4,0,0,0,1.93,0.000,0.000,1.338,20.920,0.000,0.000,0.000,0.00,0.00,0,1.000,11,11,37.4,0.000,-122,1,20.920,0.000,1.000,216,9,0.912,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,0000000000000300000030000003000000300000010000001
10000,1648956,18,255,155,23.80,23,7,1.035,45,46.56,0,5,0,40,0,0,0,0,23,0,0,1.00,0.000,0.000,2.484,5.983,7.536,1.837,5.698,0.00,0.00,0,0.820,8,8,9.4,0.893,1035,0,0.000,0.000,0.331,0,24,1.000,155,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,4444400444000044400004440000444000044400004440000
10000,1648963,916,255,173,34.68,35,6,1.119,35,34.68,0,0,8,27,0,0,0,8,27,0,0,1.00,0.000,0.000,11.830,21.169,1.446,0.000,1.446,0.00,0.00,0,0.679,11,11,22.1,0.000,-188,2,0.000,21.169,1.000,173,26,0.555,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,444444444444444444034444333444333344
10000,1648964,1,255,194,27.01,27,8,1.000,29,29.01,0,8,0,21,0,0,6,0,21,0,0,1.00,0.222,0.000,7.427,12.166,3.733,0.000,3.733,2.25,2.25,0,0.770,14,14,35.4,0.000,-274,2,0.000,12.166,1.000,194,24,0.598,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2000000022200000244400002444000044440000444400004444000044400000
10000,1648968,1,255,255,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,1.601,4.546,12.496,12.496,0.000,26.00,26.00,0,1.000,14,11,32.7,0.000,-509,1,4.546,0.000,1.000,255,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1648972,916,255,231,19.48,19,7,1.025,19,19.48,0,6,0,13,0,0,6,0,13,0,0,1.00,0.308,0.000,4.041,11.689,0.050,0.000,0.050,19.50,19.50,0,0.906,14,14,38.1,0.000,-1116,2,0.000,11.689,1.000,231,22,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0444222044422200044440000044000000400000000000000
10000,1648979,1,255,255,13.00,13,7,1.000,13,13.00,0,5,0,8,0,0,5,0,8,0,0,1.00,0.385,0.129,1.082,8.163,1.091,1.037,0.054,33.00,33.00,0,1.000,7,11,1.9,0.347,138,0,4.696,0.000,0.388,113,18,1.000,150,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000000000000000000
10000,1648984,916,255,212,22.98,23,7,0.999,23,22.98,0,7,0,16,0,0,7,0,16,0,0,1.00,0.305,0.000,14.895,19.863,0.000,0.000,0.000,12.25,12.25,0,0.834,10,11,12.8,0.000,-97,1,19.863,0.000,1.000,212,32,1.000,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,4444222444442244000024400002400000040000004000000
10000,1648998,1,255,255,14.00,14,7,1.000,14,14.00,0,5,0,9,0,0,5,0,9,0,0,1.00,0.357,0.000,13.033,19.277,12.900,12.900,0.000,25.00,25.00,0,1.000,14,11,34.7,0.000,-306,1,19.277,0.000,1.000,255,20,1.000,0,0.1000,0.5000,5.000,6,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000040000000000000
10000,1649004,1,255,149,46.48,50,8,1.068,50,46.48,0,7,13,30,0,0,7,13,30,0,0,1.00,0.151,0.000,9.122,9.314,4.938,0.000,4.938,0.00,0.00,0,0.587,11,11,33.0,0.000,-93,2,0.000,9.314,1.000,149,46,0.811,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222330022443330244440334444400344444003444440034444400344440033
10000,1649012,916,255,255,11.72,11,7,1.065,15,15.98,0,12,0,3,0,0,8,0,3,0,0,1.00,0.683,1.682,3.056,5.822,6.053,5.496,0.557,21.50,21.50,0,1.000,11,4,28.2,0.000,-181,2,0.000,5.822,1.000,246,24,1.000,19,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0040000042222240000220000002000000000000000000000
10000,1649013,1,255,255,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.172,11.024,19.554,0.000,0.000,0.000,38.50,38.50,0,1.000,14,14,34.8,0.000,-246,1,19.554,0.000,1.000,255,20,1.000,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1649014,1,255,255,1.04,1,7,1.044,1,1.04,0,0,0,1,0,0,0,0,1,0,0,1.00,0.000,0.000,4.483,5.039,0.061,0.000,0.061,0.00,0.00,0,1.000,11,11,23.0,0.000,-42,2,0.000,5.039,1.000,255,4,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,0000000000000000000000040000000000000000000000000
10000,1649021,881,254,171,35.20,24,7,1.467,24,35.20,0,15,0,9,0,0,15,0,9,0,0,1.00,0.426,0.000,7.782,7.744,9.821,9.252,0.570,21.50,21.50,0,0.674,13,14,18.0,0.000,-668,2,0.000,7.744,1.000,171,22,0.858,0,0.1000,0.5000,5.000,2,22.50,0.0000,0.0000,0.000,0.00,2222000222200042220004420000442000044200004420000
10000,1649037,1,254,254,13.00,13,7,1.000,13,13.00,0,5,0,8,0,0,5,0,8,0,0,1.00,0.385,0.000,9.187,15.631,0.000,0.000,0.000,0.75,0.75,0,1.000,11,11,37.3,0.000,-70,1,15.631,0.000,1.000,254,18,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000000000000000000
10000,1649041,323,254,168,36.21,24,9,1.509,24,36.21,0,14,0,10,0,0,14,0,10,0,0,1.00,0.387,0.000,4.305,7.618,0.080,0.000,0.080,0.00,0.00,0,0.665,11,11,28.9,0.000,-42,2,0.000,7.618,1.000,168,30,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,222220000222200000220000000220000000240000000440000000440000000440000000444000000
10000,1649045,1,254,254,9.00,9,7,1.000,14,14.00,0,6,0,8,0,0,3,0,6,0,0,1.00,0.333,1.141,10.586,15.011,0.012,0.000,0.012,20.50,20.50,0,1.000,11,11,28.2,0.000,-27,1,15.011,0.000,1.000,254,20,1.000,45,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0220000020000004400000440000040000040000000000000
10000,1649054,1,254,254,15.00,15,7,1.000,15,15.00,0,3,0,12,0,0,3,0,12,0,0,1.00,0.200,0.000,0.234,6.613,0.000,0.000,0.000,8.00,8.00,0,1.000,14,14,34.9,0.000,-349,1,6.613,0.000,1.000,254,22,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2200000200000044400004440000444000044000004000000
10000,1649056,1,254,254,14.00,14,7,1.000,14,14.00,0,5,0,9,0,0,5,0,9,0,0,1.00,0.357,3.031,8.329,13.494,6.155,6.155,0.000,8.50,8.50,0,1.000,11,11,37.9,0.000,-36,1,13.494,0.000,1.000,254,20,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000040000000000000
10000,1649076,858,254,152,44.38,25,5,1.775,25,44.38,0,13,0,12,0,0,13,0,12,0,0,1.00,0.293,5.211,12.464,25.290,16.896,8.337,8.559,0.25,0.25,0,0.600,8,8,18.4,0.908,1444,0,0.000,0.000,0.068,0,20,1.000,152,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,2222222222442224444444444
10000,1649080,1,254,215,3.50,4,7,1.000,34,27.49,0,6,13,15,0,0,0,1,3,0,0,1.00,0.000,0.000,0.234,12.810,0.071,0.000,0.071,2.25,2.25,0,1.000,10,10,21.4,0.000,-6,1,12.810,0.000,1.000,215,10,1.000,102,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,0000000000300000040000004000000400000000000000000
10000,1649083,1,254,254,10.11,10,7,1.011,10,10.11,0,0,0,10,0,0,0,0,10,0,0,1.00,0.000,0.048,5.098,6.833,8.902,0.000,8.902,0.00,0.00,0,1.000,11,11,33.7,0.000,-6,2,0.000,6.833,1.000,254,20,1.000,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000000000000000000000400000044000004444444
10000,1649086,1,254,184,30.23,30,9,1.008,31,31.24,0,2,0,29,0,0,2,0,28,0,0,1.00,0.066,0.000,0.825,11.375,3.939,0.000,3.939,2.25,2.25,0,0.727,14,14,38.2,0.000,-760,2,0.000,11.375,1.000,184,28,0.779,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,422000000444000000444400000444440000444400000444400000444000000440000000440000000
10000,1649092,323,253,109,85.49,52,10,1.644,52,85.49,0,32,0,20,0,0,32,0,20,0,0,1.00,0.374,0.000,12.439,0.195,11.376,11.166,0.210,11.25,11.25,0,0.433,7,7,11.6,0.672,270,0,0.000,0.000,0.160,0,42,1.000,109,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2222222222222222222222222222222444000002444000000044400000004440000000444000000044400000004400000000
10000,1649099,933,253,151,42.61,32,6,1.332,36,47.94,0,18,0,18,0,0,14,0,18,0,0,1.00,0.329,0.880,9.379,11.642,3.887,0.211,3.676,5.75,5.75,0,0.613,11,11,34.6,0.000,-90,2,0.000,11.642,1.000,151,24,0.422,0,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,000222022222244422444442444442444442
10000,1649102,916,253,238,18.01,18,7,1.000,18,18.01,0,4,0,14,0,0,4,0,14,0,0,1.00,0.222,0.000,1.777,14.139,0.267,0.000,0.267,7.50,7.50,0,0.943,14,14,38.1,0.000,-1149,2,0.000,14.139,1.000,238,22,1.000,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,0444222044444200004440000044000000400000000000000
10000,1649107,1,253,253,14.00,14,7,1.000,14,14.00,0,6,0,8,0,0,6,0,8,0,0,1.00,0.429,0.000,2.240,6.912,0.000,0.000,0.000,2.00,2.00,0,1.000,11,11,37.9,0.000,-1,1,6.912,0.000,1.000,253,20,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000024400004440000440000040000000000000
10000,1649117,1,253,253,13.00,13,7,1.000,13,13.00,0,5,0,8,0,0,5,0,8,0,0,1.00,0.385,0.000,5.776,12.020,0.000,0.000,0.000,4.50,4.50,0,1.000,10,10,22.2,0.000,-76,1,12.020,0.000,1.000,253,18,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000000000000000000
10000,1649120,1,253,253,13.00,13,7,1.000,14,14.00,0,5,0,9,0,0,5,0,8,0,0,1.00,0.385,0.000,1.176,12.307,0.000,0.000,0.000,4.00,4.00,1,1.000,11,11,30.8,0.000,-96,1,12.307,0.000,1.000,253,22,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000040000040000000000000
10000,1649122,1,253,253,14.00,14,7,1.000,14,14.00,0,5,0,9,0,0,5,0,9,0,0,1.00,0.357,1.747,11.914,15.869,17.349,17.349,0.000,13.50,13.50,0,1.000,11,11,31.9,0.000,-149,1,15.869,0.000,1.000,253,20,1.000,0,0.1000,0.5000,5.000,3,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000040000000000000
10000,1649125,858,253,165,31.93,12,5,1.597,25,52.69,8,3,0,14,2,8,1,0,3,0,1,4.93,0.031,0.000,6.825,10.401,2.473,1.684,0.789,0.00,0.00,0,0.708,8,8,19.6,0.925,1505,0,0.000,0.000,0.072,0,6,1.000,165,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000412104111041110
10000,1649133,861,253,181,29.41,19,5,1.548,23,35.60,0,14,0,9,0,0,13,0,6,0,0,1.00,0.442,0.000,9.238,9.090,37.033,35.426,1.607,25.25,25.25,0,0.738,4,11,5.2,0.411,165,0,0.000,0.798,0.622,45,28,1.000,142,0.1000,0.5000,5.000,5,22.50,0.0000,0.0000,0.000,0.00,2022222222004224444240002
10000,1649135,1,253,253,13.00,13,7,1.000,13,13.00,0,5,0,8,0,0,5,0,8,0,0,1.00,0.385,2.073,4.379,11.398,0.040,0.000,0.040,33.00,33.00,0,1.000,7,11,13.9,0.300,363,0,7.434,0.000,0.221,99,18,1.000,160,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,2220000220000044400004440000440000000000000000000
10000,1649136,916,253,213,21.98,22,7,0.999,23,22.98,0,7,0,16,0,0,7,0,15,0,0,1.00,0.318,0.000,0.267,6.360,0.359,0.359,0.000,7.50,7.50,0,0.853,10,10,15.7,0.000,-76,1,6.360,0.000,1.000,213,30,1.000,0,0.1000,0.5000,5.000,0,22.50,0.0000,0.0000,0.000,0.00,4444222444442244000024400002400000040000000000000
10000,1649140,1,253,222,15.71,20,8,0.952,51,41.41,0,7,15,29,0,0,7,7,6,0,0,1.00,0.446,2.964,14.867,42.300,0.000,0.000,0.000,0.25,0.25,0,1.000,11,11,36.6,0.000,-37,1,42.300,0.000,1.000,222,20,0.723,0,0.1000,0.5000,5.000,4,22.50,0.0000,0.0000,0.000,0.00,2222330022443330244443300000000000000000000000000000000000000000
10000,1649141,1,253,182,30.66,28,7,1.095,30,32.85,0,13,0,17,0,0,11,0,17,0,0,1.00,0.359,0.000,6.085,12.123,13.378,9.879,3.499,4.00,4.00,0,0.722,11,11,27.9,0.000,-45,2,0.000,12.123,1.000,182,28,0.789,0,0.1000,0.5000,5.000,4,22.50,0.0000,0.0000,0.000,0.00,2200220222222024444004444440444440000440000000000
10000,1649144,1,253,253,3.00,3,7,1.000,14,14.00,0,5,0,9,0,0,0,0,3,0,0,1.00,0.000,0.000,0.170,11.339,0.407,0.129,0.278,20.25,20.25,0,1.000,7,11,9.8,0.783,60,0,11.331,0.000,0.691,148,8,1.000,123,0.1000,0.5000,5.000,1,22.50,0.0000,0.0000,0.000,0.00,0000000000000000000000000000440000040000000000000
